timestamp,machine_id,usine_id,usine_nom,usine_pays,ligne_production,type_piece,machine_profile,temperature,vibration,humidity,pressure,energy_consumption,machine_status,anomaly_flag,predicted_remaining_life,failure_type,maintenance_required,maintenance_type,torque_nm,rotational_speed_rpm,tool_wear_min,product_quality,data_source,temp_trend_1h,temp_std_30min,vibr_rolling_10min,energy_vibr_ratio,temp_rolling_10min,downtime_risk
2025-03-01 00:50:00,90,USN-FR-02,Toulouse,France,LP-C,Carter_boite,robuste,25.25,22.61,79.58,2.11,2.7,1,0,451,Normal,0,none,23.9,1782,24,H,AI4I_2020_real,,,,,,
2025-03-01 00:55:00,56,USN-FR-02,Toulouse,France,LP-C,Carter_boite,robuste,25.45,17.57,41.88,2.68,2.9,1,0,440,Normal,0,none,44.3,1423,29,H,AI4I_2020_real,,,,,,
2025-03-01 01:00:00,58,USN-FR-02,Toulouse,France,LP-A,Disque_frein,standard,25.45,19.94,48.55,1.33,2.83,1,0,430,Normal,0,none,51.1,1339,34,M,AI4I_2020_real,,,,,,
2025-03-01 01:05:00,84,USN-FR-02,Toulouse,France,LP-C,Disque_frein,standard,25.45,14.8,78.31,1.91,2.74,1,0,424,Normal,0,none,30.0,1742,37,M,AI4I_2020_real,,,,,,
2025-03-01 01:10:00,68,USN-FR-03,Nantes,France,LP-C,Axe_roue,fragile,25.45,19.84,34.7,4.07,2.4,1,0,418,Normal,0,none,19.6,2035,40,L,AI4I_2020_real,,,,,,
2025-03-01 01:15:00,93,USN-FR-02,Toulouse,France,LP-A,Carter_boite,fragile,25.45,18.75,56.19,2.46,2.93,1,0,414,Normal,0,none,48.4,1542,42,L,AI4I_2020_real,,,,,,
2025-03-01 01:20:00,82,USN-ES-01,Barcelone,Espagne,LP-A,Axe_roue,standard,25.45,13.27,55.34,3.42,2.54,1,0,410,Normal,0,none,46.6,1311,44,M,AI4I_2020_real,,,,,,
2025-03-01 01:25:00,99,USN-ES-01,Barcelone,Espagne,LP-B,Carter_boite,standard,25.55,21.29,60.33,4.78,2.94,1,0,403,Normal,0,none,45.6,1410,47,M,AI4I_2020_real,,,,,,
2025-03-01 01:30:00,60,USN-ES-02,Madrid,Espagne,LP-B,Arbre_moteur,robuste,25.65,13.73,46.54,3.89,2.76,1,0,397,Normal,0,none,54.5,1306,50,H,AI4I_2020_real,,,,,,
2025-03-01 01:35:00,84,USN-FR-01,Lyon,France,LP-C,Pale_turbine,standard,25.75,15.76,76.3,2.81,2.55,1,0,386,Normal,0,none,32.5,1632,55,M,AI4I_2020_real,,,,,,
2025-03-01 01:40:00,73,USN-FR-03,Nantes,France,LP-B,Axe_roue,robuste,25.75,26.56,43.5,2.47,3.12,1,0,380,Normal,0,none,42.7,1375,58,H,AI4I_2020_real,,,,,,
2025-03-01 01:45:00,69,USN-FR-03,Nantes,France,LP-C,Axe_roue,fragile,25.65,19.15,62.48,1.76,2.39,1,0,371,Normal,0,none,44.8,1450,63,L,AI4I_2020_real,,,,,,
2025-03-01 01:50:00,70,USN-ES-02,Madrid,Espagne,LP-C,Axe_roue,standard,25.75,22.45,54.8,4.02,2.85,1,0,366,Normal,0,none,30.7,1581,65,M,AI4I_2020_real,,,,,,
2025-03-01 01:55:00,84,USN-ES-02,Madrid,Espagne,LP-B,Pale_turbine,fragile,25.85,17.46,43.33,1.45,2.41,1,0,360,Normal,0,none,25.7,1758,68,L,AI4I_2020_real,,,,,,
2025-03-01 02:00:00,88,USN-FR-02,Toulouse,France,LP-A,Pale_turbine,standard,25.85,19.11,39.44,1.25,1.72,1,0,356,Normal,0,none,37.3,1561,70,M,AI4I_2020_real,,,,,,
2025-03-01 02:05:00,67,USN-ES-02,Madrid,Espagne,LP-A,Disque_frein,fragile,25.85,26.58,77.83,1.42,2.14,1,0,350,Normal,0,none,23.3,1861,73,L,AI4I_2020_real,,,,,,
2025-03-01 02:10:00,94,USN-FR-03,Nantes,France,LP-B,Carter_boite,fragile,25.95,15.39,58.06,1.97,2.46,1,0,345,Normal,0,none,39.0,1512,75,L,AI4I_2020_real,,,,,,
2025-03-01 02:15:00,55,USN-FR-01,Lyon,France,LP-C,Arbre_moteur,robuste,25.95,27.21,60.21,3.51,3.05,1,0,341,Normal,0,none,24.6,1811,77,H,AI4I_2020_real,,,,,,
2025-03-01 02:20:00,52,USN-FR-01,Lyon,France,LP-A,Axe_roue,fragile,25.95,17.12,69.14,4.45,2.94,1,0,331,Normal,0,none,44.2,1439,82,L,AI4I_2020_real,,,,,,
2025-03-01 02:25:00,91,USN-FR-03,Nantes,France,LP-C,Disque_frein,fragile,25.85,22.22,34.06,4.97,2.46,1,0,328,Normal,0,none,30.1,1693,84,L,AI4I_2020_real,,,,,,
2025-03-01 02:30:00,84,USN-FR-02,Toulouse,France,LP-A,Axe_roue,standard,25.95,15.72,65.69,3.93,2.7,1,0,323,Normal,0,none,48.2,1339,86,M,AI4I_2020_real,,,,,,
2025-03-01 02:35:00,70,USN-FR-01,Lyon,France,LP-B,Carter_boite,fragile,25.85,34.41,38.26,1.58,3.21,1,0,318,Normal,0,none,25.5,1798,89,L,AI4I_2020_real,,,,,,
2025-03-01 02:40:00,96,USN-FR-01,Lyon,France,LP-B,Pale_turbine,fragile,25.85,19.78,67.02,2.11,2.77,1,0,314,Normal,0,none,48.3,1419,91,L,AI4I_2020_real,,,,,,
2025-03-01 02:45:00,97,USN-FR-02,Toulouse,France,LP-B,Carter_boite,fragile,25.75,18.0,37.07,1.53,2.26,1,0,310,Normal,0,none,32.5,1665,93,L,AI4I_2020_real,,,,,,
2025-03-01 02:50:00,52,USN-FR-01,Lyon,France,LP-C,Carter_boite,standard,25.65,25.92,71.62,1.46,3.16,1,0,307,Normal,0,none,34.7,1559,95,M,AI4I_2020_real,,,,,,
2025-03-01 02:55:00,78,USN-ES-01,Barcelone,Espagne,LP-B,Carter_boite,standard,25.65,14.2,64.05,3.27,3.03,1,0,301,Normal,0,none,48.6,1452,98,M,AI4I_2020_real,,,,,,
2025-03-01 03:00:00,68,USN-FR-03,Nantes,France,LP-B,Disque_frein,standard,25.75,23.16,49.29,4.63,2.67,1,0,294,Normal,0,none,36.7,1581,101,M,AI4I_2020_real,,,,,,
2025-03-01 03:05:00,94,USN-FR-01,Lyon,France,LP-B,Carter_boite,fragile,25.65,10.33,47.94,3.74,2.55,1,0,289,Normal,0,none,39.2,1439,104,L,AI4I_2020_real,,,,,,
2025-03-01 03:10:00,89,USN-FR-01,Lyon,France,LP-C,Carter_boite,robuste,25.75,12.65,37.45,4.2,2.63,1,0,284,Normal,0,none,50.7,1379,106,H,AI4I_2020_real,,,,,,
2025-03-01 03:15:00,98,USN-FR-02,Toulouse,France,LP-C,Carter_boite,fragile,25.65,19.87,75.2,3.03,2.87,1,0,275,Normal,0,none,52.5,1350,111,L,AI4I_2020_real,,,,,,
2025-03-01 03:20:00,85,USN-FR-01,Lyon,France,LP-C,Arbre_moteur,fragile,25.65,22.74,35.93,2.9,3.38,1,0,271,Normal,0,none,45.4,1362,113,L,AI4I_2020_real,,,,,,
2025-03-01 03:25:00,65,USN-FR-02,Toulouse,France,LP-A,Disque_frein,fragile,25.65,19.99,53.6,4.75,2.82,1,0,267,Normal,0,none,50.8,1368,115,L,AI4I_2020_real,,,,,,
2025-03-01 03:30:00,97,USN-FR-03,Nantes,France,LP-C,Disque_frein,standard,25.65,18.55,41.83,3.89,3.14,1,0,263,Normal,0,none,49.1,1368,117,M,AI4I_2020_real,,,,,,
2025-03-01 03:35:00,89,USN-ES-01,Barcelone,Espagne,LP-B,Arbre_moteur,robuste,25.65,17.68,79.82,2.84,2.88,1,0,257,Normal,0,none,48.5,1372,120,H,AI4I_2020_real,,,,,,
2025-03-01 03:40:00,90,USN-ES-02,Madrid,Espagne,LP-A,Disque_frein,standard,25.65,13.19,59.29,2.33,2.58,1,0,247,Normal,0,none,47.5,1472,125,M,AI4I_2020_real,,,,,,
2025-03-01 03:45:00,89,USN-FR-03,Nantes,France,LP-C,Axe_roue,fragile,25.65,17.23,37.48,1.37,2.68,1,0,241,Normal,0,none,49.1,1489,128,L,AI4I_2020_real,,,,,,
2025-03-01 03:50:00,53,USN-FR-01,Lyon,France,LP-C,Disque_frein,standard,25.55,23.47,63.38,4.28,2.31,1,0,237,Normal,0,none,25.8,1843,130,M,AI4I_2020_real,,,,,,
2025-03-01 03:55:00,69,USN-ES-01,Barcelone,Espagne,LP-C,Disque_frein,fragile,25.65,25.12,79.58,1.68,3.09,1,0,231,Normal,0,none,46.3,1418,133,L,AI4I_2020_real,,,,,,
2025-03-01 04:00:00,73,USN-ES-02,Madrid,Espagne,LP-A,Carter_boite,robuste,25.65,21.65,60.25,3.06,3.01,1,0,227,Normal,0,none,53.9,1425,135,H,AI4I_2020_real,,,,,,
2025-03-01 04:05:00,69,USN-ES-02,Madrid,Espagne,LP-B,Arbre_moteur,standard,25.75,10.93,52.87,3.55,2.51,1,0,216,Normal,0,none,44.1,1412,140,M,AI4I_2020_real,,,,,,
2025-03-01 04:10:00,68,USN-FR-01,Lyon,France,LP-B,Pale_turbine,fragile,25.75,41.63,44.66,3.98,1.83,2,0,210,Electrical_Fault,1,corrective,4.6,2861,143,L,AI4I_2020_real,,,,,,
2025-03-01 04:15:00,80,USN-ES-02,Madrid,Espagne,LP-A,Carter_boite,fragile,25.75,17.42,34.61,1.33,2.91,1,0,206,Normal,0,none,54.9,1383,145,L,AI4I_2020_real,,,,,,
2025-03-01 04:20:00,89,USN-ES-02,Madrid,Espagne,LP-B,Axe_roue,robuste,25.65,17.55,41.41,1.04,2.89,1,0,203,Normal,0,none,43.8,1497,147,H,AI4I_2020_real,,,,,,
2025-03-01 04:25:00,69,USN-FR-03,Nantes,France,LP-C,Disque_frein,fragile,25.55,24.95,57.68,3.82,2.67,1,0,193,Normal,0,none,35.1,1565,152,L,AI4I_2020_real,,,,,,
2025-03-01 04:30:00,55,USN-FR-03,Nantes,France,LP-A,Carter_boite,fragile,25.55,28.81,67.69,2.82,3.09,1,0,189,Normal,0,none,30.1,1691,154,L,AI4I_2020_real,,,,,,
2025-03-01 04:35:00,63,USN-ES-02,Madrid,Espagne,LP-B,Pale_turbine,fragile,25.65,25.8,73.9,1.72,3.31,1,0,185,Normal,0,none,40.7,1512,156,L,AI4I_2020_real,,,,,,
2025-03-01 04:40:00,84,USN-FR-02,Toulouse,France,LP-A,Axe_roue,fragile,25.65,16.46,69.69,4.93,2.34,1,0,181,Normal,0,none,42.4,1477,158,L,AI4I_2020_real,,,,,,
2025-03-01 04:45:00,74,USN-FR-01,Lyon,France,LP-C,Disque_frein,fragile,25.65,19.61,36.27,4.17,2.56,1,0,177,Normal,0,none,40.3,1513,160,L,AI4I_2020_real,,,,,,
2025-03-01 04:50:00,68,USN-FR-02,Toulouse,France,LP-B,Disque_frein,standard,25.65,24.89,68.67,3.31,2.33,1,0,173,Normal,0,none,29.5,1661,162,M,AI4I_2020_real,,,,,,
2025-03-01 04:55:00,54,USN-FR-02,Toulouse,France,LP-B,Pale_turbine,fragile,25.65,24.15,59.08,3.81,3.44,1,0,167,Normal,0,none,54.4,1378,165,L,AI4I_2020_real,,,,,,
2025-03-01 05:00:00,86,USN-ES-02,Madrid,Espagne,LP-C,Pale_turbine,fragile,25.65,17.09,53.46,1.62,2.94,1,0,163,Normal,0,none,52.6,1393,167,L,AI4I_2020_real,,,,,,
2025-03-01 05:05:00,58,USN-FR-01,Lyon,France,LP-B,Pale_turbine,standard,25.65,21.34,58.64,4.85,2.33,1,0,159,Normal,0,none,38.2,1592,169,M,AI4I_2020_real,,,,,,
2025-03-01 05:10:00,93,USN-FR-02,Toulouse,France,LP-B,Axe_roue,fragile,25.65,20.05,30.4,4.99,2.26,1,0,153,Normal,0,none,22.9,1829,172,L,AI4I_2020_real,,,,,,
2025-03-01 05:15:00,51,USN-FR-03,Nantes,France,LP-B,Axe_roue,standard,25.75,19.36,33.39,3.59,2.59,1,0,148,Normal,0,none,25.9,1812,174,M,AI4I_2020_real,,,,,,
2025-03-01 05:20:00,91,USN-FR-03,Nantes,France,LP-C,Carter_boite,fragile,25.85,25.36,56.29,3.67,3.01,1,0,142,Normal,0,none,38.6,1523,177,L,AI4I_2020_real,,,,,,
2025-03-01 05:25:00,88,USN-FR-01,Lyon,France,LP-A,Pale_turbine,fragile,25.85,26.28,38.68,3.82,3.55,1,0,138,Normal,0,none,45.1,1394,179,L,AI4I_2020_real,,,,,,
2025-03-01 05:30:00,86,USN-FR-02,Toulouse,France,LP-A,Disque_frein,standard,25.75,23.12,57.28,3.66,2.32,1,0,134,Normal,0,recommended,28.7,1679,181,M,AI4I_2020_real,,,,,,
2025-03-01 05:35:00,88,USN-ES-01,Barcelone,Espagne,LP-B,Arbre_moteur,robuste,25.65,25.52,47.71,2.75,3.12,1,0,129,Normal,0,recommended,44.1,1466,184,H,AI4I_2020_real,,,,,,
2025-03-01 05:40:00,63,USN-ES-01,Barcelone,Espagne,LP-A,Disque_frein,fragile,25.65,23.16,75.37,3.16,2.45,1,0,119,Normal,0,recommended,32.4,1527,189,L,AI4I_2020_real,,,,,,
2025-03-01 05:45:00,72,USN-FR-01,Lyon,France,LP-C,Pale_turbine,fragile,25.75,16.49,77.48,2.13,3.12,2,0,114,Electrical_Fault,1,corrective,65.7,1410,191,L,AI4I_2020_real,,,,,,
2025-03-01 05:50:00,79,USN-FR-01,Lyon,France,LP-B,Disque_frein,standard,25.75,28.72,78.99,2.79,2.59,1,0,110,Normal,0,recommended,22.6,1924,193,M,AI4I_2020_real,,,,,,
2025-03-01 05:55:00,59,USN-ES-01,Barcelone,Espagne,LP-C,Carter_boite,fragile,25.75,28.0,74.95,2.74,3.36,1,0,104,Normal,0,recommended,45.5,1452,196,L,AI4I_2020_real,,,,,,
2025-03-01 06:00:00,77,USN-FR-02,Toulouse,France,LP-B,Pale_turbine,fragile,25.75,18.97,79.29,2.15,2.72,1,0,100,Normal,0,recommended,44.4,1369,198,L,AI4I_2020_real,,,,,,
2025-03-01 06:05:00,96,USN-FR-02,Toulouse,France,LP-B,Axe_roue,fragile,25.85,30.09,65.31,4.15,3.28,1,0,96,Normal,0,recommended,35.0,1592,200,L,AI4I_2020_real,,,,,,
2025-03-01 06:10:00,94,USN-ES-02,Madrid,Espagne,LP-B,Arbre_moteur,fragile,25.75,9.29,78.03,2.64,2.09,1,1,92,Normal,0,recommended,32.3,1601,202,L,AI4I_2020_real,,,,,,
2025-03-01 06:15:00,54,USN-FR-01,Lyon,France,LP-A,Pale_turbine,fragile,25.65,23.4,62.09,3.21,2.79,1,1,89,Normal,0,recommended,46.7,1379,204,L,AI4I_2020_real,,,,,,
2025-03-01 06:20:00,90,USN-FR-02,Toulouse,France,LP-B,Disque_frein,fragile,25.65,20.87,70.46,1.62,3.07,1,1,85,Normal,0,recommended,47.9,1461,206,L,AI4I_2020_real,,,,,,
2025-03-01 06:25:00,67,USN-ES-01,Barcelone,Espagne,LP-C,Disque_frein,fragile,25.65,18.85,36.6,2.9,3.33,2,1,81,Tool_Wear_Failure,1,corrective,41.3,1455,208,L,AI4I_2020_real,,,,,,
2025-03-01 06:30:00,87,USN-ES-01,Barcelone,Espagne,LP-B,Pale_turbine,fragile,25.65,20.01,64.13,4.05,2.57,1,0,497,Normal,0,none,51.5,1398,0,L,AI4I_2020_real,,,,,,
2025-03-01 06:35:00,53,USN-FR-03,Nantes,France,LP-A,Axe_roue,fragile,25.65,9.67,76.56,2.78,2.02,1,0,493,Normal,0,none,37.9,1402,2,L,AI4I_2020_real,,,,,,
2025-03-01 06:40:00,54,USN-FR-02,Toulouse,France,LP-B,Axe_roue,robuste,25.65,19.11,57.0,3.23,3.02,1,0,489,Normal,0,none,49.9,1445,4,H,AI4I_2020_real,,,,,,
2025-03-01 06:45:00,90,USN-ES-02,Madrid,Espagne,LP-A,Pale_turbine,fragile,25.75,22.07,39.34,3.81,3.39,1,0,478,Normal,0,none,47.5,1450,9,L,AI4I_2020_real,,,,,,
2025-03-01 06:50:00,66,USN-ES-02,Madrid,Espagne,LP-A,Disque_frein,fragile,25.75,27.71,56.34,2.56,3.22,1,0,474,Normal,0,none,40.8,1453,11,L,AI4I_2020_real,,,,,,
2025-03-01 06:55:00,61,USN-FR-01,Lyon,France,LP-B,Disque_frein,fragile,25.85,17.95,65.35,2.41,2.54,1,0,470,Normal,0,none,40.1,1469,13,L,AI4I_2020_real,,,,,,
2025-03-01 07:00:00,77,USN-FR-03,Nantes,France,LP-A,Axe_roue,fragile,25.75,15.85,68.49,1.34,2.88,1,0,466,Normal,0,none,47.6,1422,15,L,AI4I_2020_real,,,,,,
2025-03-01 07:05:00,76,USN-ES-01,Barcelone,Espagne,LP-B,Disque_frein,standard,25.85,22.72,56.19,3.33,2.76,1,0,462,Normal,0,none,26.8,1804,17,M,AI4I_2020_real,,,,,,
2025-03-01 07:10:00,81,USN-ES-01,Barcelone,Espagne,LP-A,Arbre_moteur,robuste,25.85,24.66,40.87,3.83,2.88,1,0,456,Normal,0,none,43.9,1436,20,H,AI4I_2020_real,,,,,,
2025-03-01 07:15:00,84,USN-FR-01,Lyon,France,LP-B,Arbre_moteur,fragile,25.85,23.24,76.33,3.33,2.99,1,0,446,Normal,0,none,31.8,1544,25,L,AI4I_2020_real,,,,,,
2025-03-01 07:20:00,58,USN-ES-02,Madrid,Espagne,LP-B,Arbre_moteur,standard,25.85,17.2,68.68,2.13,2.77,1,0,442,Normal,0,none,45.2,1419,27,M,AI4I_2020_real,,,,,,
2025-03-01 07:25:00,89,USN-ES-02,Madrid,Espagne,LP-B,Arbre_moteur,standard,25.75,23.36,43.53,2.05,2.4,1,0,436,Normal,0,none,39.5,1487,30,M,AI4I_2020_real,,,,,,
2025-03-01 07:30:00,51,USN-ES-01,Barcelone,Espagne,LP-B,Carter_boite,fragile,25.75,25.0,70.59,1.64,2.6,1,0,430,Normal,0,none,25.8,1753,33,L,AI4I_2020_real,,,,,,
2025-03-01 07:35:00,52,USN-FR-01,Lyon,France,LP-B,Arbre_moteur,fragile,25.75,30.44,47.39,1.19,2.59,1,0,426,Normal,0,none,24.9,1830,35,L,AI4I_2020_real,,,,,,
2025-03-01 07:40:00,77,USN-FR-02,Toulouse,France,LP-C,Carter_boite,standard,25.75,20.64,45.62,2.71,2.95,1,0,422,Normal,0,none,27.1,1727,37,M,AI4I_2020_real,,,,,,
2025-03-01 07:45:00,95,USN-FR-03,Nantes,France,LP-A,Disque_frein,fragile,25.95,18.64,73.15,1.64,2.4,1,0,415,Normal,0,none,43.0,1450,40,L,AI4I_2020_real,,,,,,
2025-03-01 07:50:00,93,USN-ES-02,Madrid,Espagne,LP-B,Axe_roue,fragile,25.85,20.72,73.66,3.76,2.52,1,0,412,Normal,0,none,31.9,1622,42,L,AI4I_2020_real,,,,,,
2025-03-01 07:55:00,53,USN-ES-02,Madrid,Espagne,LP-C,Arbre_moteur,standard,25.85,11.58,49.92,4.85,2.68,1,0,408,Normal,0,none,52.2,1351,44,M,AI4I_2020_real,,,,,,
2025-03-01 08:00:00,84,USN-ES-02,Madrid,Espagne,LP-B,Arbre_moteur,standard,25.85,23.51,30.45,1.29,3.56,1,0,402,Normal,0,none,35.3,1575,47,M,AI4I_2020_real,,,,,,
2025-03-01 08:05:00,66,USN-FR-02,Toulouse,France,LP-A,Arbre_moteur,standard,25.75,25.78,39.33,4.57,3.36,1,0,396,Normal,0,none,29.9,1750,50,M,AI4I_2020_real,,,,,,
2025-03-01 08:10:00,51,USN-FR-02,Toulouse,France,LP-C,Carter_boite,fragile,25.75,21.41,75.46,3.63,2.69,1,0,390,Normal,0,none,32.7,1529,53,L,AI4I_2020_real,,,,,,
2025-03-01 08:15:00,57,USN-FR-03,Nantes,France,LP-C,Arbre_moteur,fragile,25.65,20.13,74.94,4.44,3.0,1,0,387,Normal,0,none,44.4,1523,55,L,AI4I_2020_real,,,,,,
2025-03-01 08:20:00,85,USN-ES-02,Madrid,Espagne,LP-A,Carter_boite,fragile,25.65,18.83,52.67,1.62,2.65,1,0,383,Normal,0,none,25.0,1852,57,L,AI4I_2020_real,,,,,,
2025-03-01 08:25:00,72,USN-ES-01,Barcelone,Espagne,LP-B,Arbre_moteur,fragile,25.65,25.74,45.21,4.63,2.23,1,0,379,Normal,0,none,20.7,1991,59,L,AI4I_2020_real,,,,,,
2025-03-01 08:30:00,98,USN-ES-02,Madrid,Espagne,LP-C,Axe_roue,fragile,25.65,20.03,45.14,4.83,2.82,1,0,375,Normal,0,none,40.6,1555,61,L,AI4I_2020_real,,,,,,
2025-03-01 08:35:00,82,USN-FR-03,Nantes,France,LP-C,Arbre_moteur,standard,25.65,16.14,74.86,4.63,3.06,1,0,371,Normal,0,none,40.5,1441,63,M,AI4I_2020_real,,,,,,
2025-03-01 08:40:00,76,USN-FR-03,Nantes,France,LP-C,Carter_boite,fragile,25.65,19.47,46.24,4.14,2.89,1,0,365,Normal,0,none,43.4,1450,66,L,AI4I_2020_real,,,,,,
2025-03-01 08:45:00,56,USN-ES-01,Barcelone,Espagne,LP-A,Axe_roue,fragile,25.65,24.27,55.58,1.36,3.34,1,0,361,Normal,0,none,31.1,1591,68,L,AI4I_2020_real,,,,,,
2025-03-01 08:50:00,96,USN-FR-02,Toulouse,France,LP-B,Disque_frein,fragile,25.65,29.64,66.55,1.88,3.3,1,0,357,Normal,0,none,48.5,1445,70,L,AI4I_2020_real,,,,,,
2025-03-01 08:55:00,61,USN-ES-01,Barcelone,Espagne,LP-B,Disque_frein,standard,25.65,21.81,40.47,4.65,2.99,1,0,353,Normal,0,none,46.8,1497,72,M,AI4I_2020_real,,,,,,
2025-03-01 09:00:00,81,USN-FR-03,Nantes,France,LP-A,Axe_roue,robuste,25.75,23.96,42.69,1.92,2.76,1,0,346,Normal,0,none,32.7,1621,75,H,AI4I_2020_real,,,,,,
2025-03-01 09:05:00,71,USN-ES-01,Barcelone,Espagne,LP-B,Disque_frein,fragile,25.75,21.61,47.9,2.39,2.35,1,0,336,Normal,0,none,34.1,1572,80,L,AI4I_2020_real,,,,,,
2025-03-01 09:10:00,72,USN-ES-02,Madrid,Espagne,LP-A,Axe_roue,fragile,25.65,16.59,62.71,1.2,2.71,1,0,333,Normal,0,none,22.5,1872,82,L,AI4I_2020_real,,,,,,
2025-03-01 09:15:00,51,USN-FR-03,Nantes,France,LP-C,Arbre_moteur,robuste,25.55,20.83,70.87,3.51,2.81,1,0,329,Normal,0,none,43.5,1499,84,H,AI4I_2020_real,,,,,,
2025-03-01 09:20:00,71,USN-FR-02,Toulouse,France,LP-C,Disque_frein,standard,25.65,21.25,57.34,3.25,2.92,1,0,319,Normal,0,none,39.5,1498,89,M,AI4I_2020_real,,,,,,
2025-03-01 09:25:00,95,USN-FR-02,Toulouse,France,LP-C,Pale_turbine,standard,25.65,33.1,36.65,4.85,3.21,1,0,313,Normal,0,none,41.9,1486,92,M,AI4I_2020_real,,,,,,
2025-03-01 09:30:00,70,USN-ES-01,Barcelone,Espagne,LP-A,Pale_turbine,fragile,25.65,22.53,52.31,4.57,3.18,1,0,307,Normal,0,none,29.4,1680,95,L,AI4I_2020_real,,,,,,
2025-03-01 09:35:00,59,USN-ES-01,Barcelone,Espagne,LP-A,Axe_roue,fragile,25.65,21.52,36.38,3.02,3.35,1,0,303,Normal,0,none,45.7,1431,97,L,AI4I_2020_real,,,,,,
2025-03-01 09:40:00,77,USN-ES-01,Barcelone,Espagne,LP-C,Pale_turbine,fragile,25.75,21.7,34.41,3.44,2.76,1,0,298,Normal,0,none,34.1,1564,99,L,AI4I_2020_real,,,,,,
2025-03-01 09:45:00,79,USN-ES-02,Madrid,Espagne,LP-A,Axe_roue,fragile,25.65,16.52,59.48,2.65,2.18,1,0,295,Normal,0,none,33.0,1599,101,L,AI4I_2020_real,,,,,,
2025-03-01 09:50:00,93,USN-FR-02,Toulouse,France,LP-C,Disque_frein,standard,25.65,29.59,77.81,1.53,3.05,1,0,291,Normal,0,none,28.1,1707,103,M,AI4I_2020_real,,,,,,
2025-03-01 09:55:00,83,USN-FR-03,Nantes,France,LP-C,Axe_roue,fragile,25.55,24.28,71.88,4.47,3.31,1,0,285,Normal,0,none,40.7,1467,106,L,AI4I_2020_real,,,,,,
2025-03-01 10:00:00,95,USN-FR-03,Nantes,France,LP-A,Axe_roue,fragile,25.75,24.0,68.72,3.2,2.79,1,0,280,Normal,0,none,44.7,1433,108,L,AI4I_2020_real,,,,,,
2025-03-01 10:05:00,51,USN-FR-02,Toulouse,France,LP-A,Arbre_moteur,fragile,25.75,17.24,66.35,2.7,2.67,1,0,276,Normal,0,none,41.2,1558,110,L,AI4I_2020_real,,,,,,
2025-03-01 10:10:00,53,USN-ES-01,Barcelone,Espagne,LP-C,Disque_frein,fragile,25.85,25.34,74.86,1.27,3.31,1,0,272,Normal,0,none,50.7,1310,112,L,AI4I_2020_real,,,,,,
2025-03-01 10:15:00,82,USN-FR-01,Lyon,France,LP-C,Axe_roue,fragile,25.75,14.61,67.64,3.66,2.96,1,0,268,Normal,0,none,43.4,1546,114,L,AI4I_2020_real,,,,,,
